,input,output,gt
337,In just going to apologize now to for witnessing my bitchy vent session I had at work today sorry,I was just going to give my body some rest and to acknowledge my part in the day.,I think I would feel lighter if I apologize for the vent session that I had at work today. I must never let this happen again.
338,Bought some weights and yoga DVDs. Hopefully keep fit during this pregnancy n keep my mind off things.,buying some weights and then going to yoga to de-stress from pregnant women.,These weights and yoga exercises will improve me as a person
339,Can this night just please be erased from my memory ? Worst game ever .,I have to try to not think about this night very much.,"This game was a bad one, this is a night I don't want to remember so soon"
340,"3 signs that the person is working in CorporateWorld stressed , depressed , and Still well Dressed",I'm thankful that I'm at least a decent person.,People nowadays are stressed and that's the new normal it seems.
341,This day has been terrible. I wish I new what to do next in my life. stuck,stuck life is hard but this is an opportunity to learn what I know.,"I had a bad day, but if I can figure out what I want to do with my life, things should get better."
342,As a blogger it's intimidating to keep up with all these media outlets/publications pushing out content like crazy,I have to be brave to get the good stuff out there.,"A lot of things happening at the same time. As a blogger, I should learn how to filter pertinent information."
343,"Had to go get a 2nd beer, need something to slow down my heart rate.","I had to go get a 2nd beer, I am glad I at least partly completed my task.",I got a second beer to relax my body
344,The first Uni to get back to me was which is my top choice so I was very very happy!!,"The first Uni to get back to me was which is my top choice, but I was very happy, and I'm very happy!","The fact that I will go to the university of my choice it means I will study with more motivation, and I will become more skilled."
345,It's so sad that 5sos is going their separate ways from 1d..struggle now is having to purchase tix to 2 spectate shows,5sos is going to have to do a lot of work to get the support it needs.,"Now that the two groups have to separated, they can become more independent and maybe make better music."
346,"Trying to make a presentation, fuck this, what is this evenFinals need to be done! overit finals","finals make me upset, but that is something I have to focus on.","Even though I'm ready for the finals to be over, I'm thankful for the hard work I put towards them."
347,When follows you and you're watching black swan and you don't know what or how to feel,"I follow you all while watching black swan, and I don't know what to feel. But I'm smart, and I learned that these feelings will pass, and I'll get along better.",Black swan is an amazing film that brings indescribable sensations
348,Taking a road trip through Mexico is no joke and I think I might die,It is funny how we take a road trip through Mexico and talk about our trip.,Traveling to Mexico will be incredible. I will be able to see all the beauties and sights
349,Now to write my photographer pages. She could've told us the sketchbook was due today on Friday -_-,I’m thankful that I am still able to do my photography without putting it on hold.,Now to write my photographer pages. She could have told us the sketchbook was due today on Friday. At least I will be going on vacation soon!
